19.03138
(-0.42, 2.88, -0.29)
(-0.40, 2.99, -0.66)
(-0.33, 3.00, -1.01)
(-0.26, 2.93, -1.33)
(-0.20, 2.72, -1.64)
(-0.15, 2.40, -1.87)
(-0.12, 2.08, -1.96)
(-0.05, 1.59, -1.85)
(0.05, 1.11, -1.58)
(0.09, 0.76, -1.28)
(0.08, 0.51, -1.00)
(0.08, 0.32, -0.73)
(0.09, 0.18, -0.45)
(0.11, 0.04, -0.09)
(0.12, -0.08, 0.26)
(0.12, -0.20, 0.61)
(0.13, -0.29, 0.83)
(0.15, -0.38, 1.05)
(0.18, -0.50, 1.24)
(0.22, -0.63, 1.41)
(0.25, -0.77, 1.55)
(0.26, -0.91, 1.68)
(0.27, -1.08, 1.77)
(0.27, -1.27, 1.81)
(0.29, -1.47, 1.80)
(0.32, -1.68, 1.72)
(0.34, -1.81, 1.66)
(0.32, -1.96, 1.51)
(0.25, -2.06, 1.29)
(0.17, -2.07, 0.82)
(0.15, -1.98, 0.48)
(0.14, -1.84, 0.24)
(0.13, -1.63, 0.06)
(0.12, -1.43, -0.04)
(0.11, -1.19, -0.10)
(0.10, -1.02, -0.11)
21.17497

21.81557
(-0.09, 0.80, 0.07)
(-0.10, 0.98, 0.05)
(-0.11, 1.17, 0.01)
(-0.13, 1.38, -0.06)
(-0.15, 1.61, -0.17)
(-0.18, 1.84, -0.31)
(-0.21, 2.03, -0.46)
(-0.22, 2.22, -0.72)
(-0.22, 2.33, -0.95)
(-0.20, 2.39, -1.19)
(-0.15, 2.40, -1.47)
(-0.10, 2.32, -1.76)
(-0.07, 2.21, -1.97)
(-0.04, 2.02, -2.15)
(-0.01, 1.71, -2.22)
(0.03, 1.33, -2.15)
(0.05, 0.99, -2.01)
(0.05, 0.72, -1.86)
(0.05, 0.50, -1.70)
(0.04, 0.34, -1.54)
(0.04, 0.16, -1.27)
(0.05, 0.04, -0.97)
(0.06, -0.02, -0.68)
(0.07, -0.04, -0.31)
(0.07, -0.04, 0.06)
(0.07, -0.02, 0.40)
(0.08, -0.01, 0.74)
(0.08, 0.01, 0.95)
(0.09, -0.01, 1.18)
(0.10, -0.08, 1.38)
(0.10, -0.18, 1.59)
(0.10, -0.26, 1.73)
(0.10, -0.36, 1.86)
(0.11, -0.49, 1.98)
(0.11, -0.61, 2.04)
(0.11, -0.79, 2.07)
(0.13, -0.99, 2.05)
(0.18, -1.11, 2.01)
(0.24, -1.19, 1.95)
(0.30, -1.29, 1.82)
(0.25, -1.43, 1.52)
(0.18, -1.49, 1.26)
(0.14, -1.47, 0.94)
(0.10, -1.39, 0.65)
(0.07, -1.28, 0.41)
(0.06, -1.14, 0.23)
(0.05, -0.99, 0.11)
(0.04, -0.82, 0.03)
(0.04, -0.70, -0.01)
(0.03, -0.56, -0.04)
(0.04, -0.43, -0.07)
(0.03, -0.31, -0.08)
(0.03, -0.21, -0.09)
(0.02, -0.15, -0.09)
22.58289

23.15242
(-0.03, 0.71, 0.07)
(-0.05, 0.88, 0.07)
(-0.08, 1.07, 0.06)
(-0.12, 1.21, 0.03)
(-0.19, 1.45, -0.04)
(-0.24, 1.64, -0.11)
(-0.29, 1.90, -0.23)
(-0.33, 2.09, -0.34)
(-0.35, 2.28, -0.52)
(-0.36, 2.39, -0.69)
(-0.33, 2.46, -0.93)
(-0.29, 2.46, -1.13)
(-0.26, 2.39, -1.32)
(-0.25, 2.28, -1.47)
(-0.24, 2.00, -1.58)
(-0.23, 1.76, -1.62)
(-0.23, 1.45, -1.60)
(-0.22, 1.16, -1.53)
(-0.20, 0.90, -1.41)
(-0.18, 0.66, -1.24)
(-0.18, 0.45, -1.06)
(-0.18, 0.27, -0.84)
(-0.18, 0.12, -0.64)
(-0.16, -0.05, -0.29)
(-0.14, -0.17, 0.06)
(-0.12, -0.25, 0.40)
(-0.12, -0.29, 0.67)
(-0.09, -0.34, 0.97)
(-0.06, -0.39, 1.20)
(-0.01, -0.46, 1.48)
(0.02, -0.57, 1.70)
(0.06, -0.71, 1.88)
(0.06, -0.86, 2.01)
(0.07, -1.08, 2.11)
(0.08, -1.27, 2.16)
(0.12, -1.43, 2.17)
(0.19, -1.58, 2.15)
(0.21, -1.76, 2.00)
(0.16, -1.89, 1.63)
(0.07, -1.90, 1.10)
(0.02, -1.80, 0.66)
(-0.03, -1.63, 0.38)
(-0.06, -1.43, 0.18)
(-0.09, -1.23, 0.05)
(-0.11, -1.03, -0.04)
(-0.12, -0.86, -0.09)
(-0.14, -0.64, -0.11)
23.82037

24.321
(-0.19, 0.91, 0.08)
(-0.26, 1.18, 0.07)
(-0.34, 1.44, 0.02)
(-0.42, 1.67, -0.05)
(-0.50, 1.92, -0.19)
(-0.56, 2.15, -0.38)
(-0.59, 2.37, -0.59)
(-0.61, 2.57, -0.84)
(-0.64, 2.71, -1.09)
(-0.68, 2.73, -1.45)
(-0.70, 2.68, -1.72)
(-0.70, 2.54, -1.97)
(-0.65, 2.28, -2.14)
(-0.57, 1.96, -2.17)
(-0.45, 1.43, -1.97)
(-0.38, 1.02, -1.71)
(-0.36, 0.68, -1.43)
(-0.34, 0.49, -1.24)
(-0.29, 0.31, -0.97)
(0.00, 0.00, 0.00)
(-0.13, 0.05, -0.37)
(-0.06, -0.02, -0.14)
(0.00, -0.09, 0.09)
(0.08, -0.15, 0.33)
(0.16, -0.20, 0.55)
(0.25, -0.24, 0.76)
(0.33, -0.30, 0.95)
(0.39, -0.39, 1.14)
(0.45, -0.49, 1.31)
(0.50, -0.60, 1.46)
(0.56, -0.73, 1.59)
(0.59, -0.83, 1.66)
(0.63, -0.98, 1.72)
(0.65, -1.16, 1.73)
(0.66, -1.32, 1.69)
(0.64, -1.45, 1.59)
(0.62, -1.55, 1.43)
(0.60, -1.60, 1.21)
(0.56, -1.62, 1.01)
(0.46, -1.62, 0.69)
(0.37, -1.55, 0.44)
(0.30, -1.43, 0.29)
(0.25, -1.27, 0.15)
(0.20, -1.08, 0.03)
(0.16, -0.90, -0.05)
(0.13, -0.74, -0.10)
(0.11, -0.58, -0.12)
(0.09, -0.45, -0.13)
(0.07, -0.31, -0.13)
(0.05, -0.17, -0.12)
(0.04, -0.06, -0.10)
(0.04, 0.03, -0.09)
25.05916

25.54621
(-0.01, 0.33, 0.01)
(-0.02, 0.44, -0.01)
(-0.03, 0.57, -0.03)
(-0.05, 0.72, -0.06)
(-0.08, 0.87, -0.10)
(-0.11, 1.04, -0.16)
(-0.14, 1.22, -0.25)
(-0.16, 1.39, -0.37)
(-0.20, 1.59, -0.52)
(-0.25, 1.78, -0.70)
(-0.31, 1.96, -0.91)
(-0.34, 2.08, -1.09)
(-0.36, 2.18, -1.29)
(-0.35, 2.21, -1.48)
(-0.29, 2.13, -1.63)
(-0.21, 1.93, -1.74)
(-0.16, 1.66, -1.78)
(-0.14, 1.40, -1.76)
(-0.15, 1.16, -1.72)
(-0.15, 0.94, -1.66)
(-0.13, 0.72, -1.54)
(-0.07, 0.52, -1.34)
(-0.02, 0.38, -1.13)
(0.04, 0.22, -0.82)
(0.05, 0.12, -0.59)
(0.06, 0.02, -0.32)
(0.07, -0.06, -0.04)
(0.09, -0.13, 0.27)
(0.10, -0.17, 0.49)
(0.11, -0.22, 0.74)
(0.12, -0.28, 0.94)
(0.13, -0.38, 1.19)
(0.15, -0.46, 1.34)
(0.18, -0.56, 1.48)
(0.21, -0.69, 1.63)
(0.22, -0.80, 1.72)
(0.23, -0.95, 1.79)
(0.24, -1.12, 1.81)
(0.26, -1.23, 1.80)
(0.29, -1.34, 1.75)
(0.31, -1.43, 1.65)
(0.29, -1.51, 1.51)
(0.28, -1.55, 1.32)
(0.27, -1.55, 1.11)
(0.25, -1.52, 0.90)
(0.23, -1.45, 0.71)
(0.20, -1.34, 0.54)
(0.18, -1.19, 0.38)
(0.15, -1.03, 0.23)
(0.13, -0.86, 0.12)
(0.11, -0.70, 0.06)
26.26992

26.9532
(-0.05, 0.96, -0.21)
(-0.11, 1.13, -0.30)
(-0.17, 1.29, -0.40)
(-0.21, 1.42, -0.51)
(-0.26, 1.56, -0.65)
(-0.32, 1.68, -0.82)
(-0.39, 1.75, -1.01)
(-0.44, 1.77, -1.20)
(-0.46, 1.75, -1.34)
(-0.44, 1.67, -1.48)
(-0.41, 1.50, -1.59)
(-0.39, 1.33, -1.64)
(-0.39, 1.18, -1.66)
(-0.39, 1.00, -1.65)
(-0.39, 0.83, -1.63)
(-0.39, 0.68, -1.60)
(-0.36, 0.48, -1.53)
(-0.34, 0.35, -1.47)
(-0.29, 0.22, -1.37)
(-0.25, 0.10, -1.24)
(-0.19, 0.00, -1.04)
(-0.15, -0.05, -0.84)
(-0.08, -0.09, -0.56)
(-0.01, -0.09, -0.24)
(0.07, -0.06, 0.13)
(0.13, -0.02, 0.43)
(0.18, 0.01, 0.68)
(0.24, 0.04, 0.92)
(0.29, 0.04, 1.16)
(0.34, 0.00, 1.31)
(0.40, -0.07, 1.47)
(0.44, -0.12, 1.56)
(0.47, -0.19, 1.66)
(0.49, -0.27, 1.75)
(0.51, -0.40, 1.81)
(0.52, -0.47, 1.84)
(0.53, -0.58, 1.85)
(0.53, -0.70, 1.84)
(0.51, -0.83, 1.79)
(0.51, -0.88, 1.74)
(0.54, -0.90, 1.63)
(0.52, -0.97, 1.41)
(0.41, -1.05, 1.16)
27.56476

28.26142
(0.05, 0.18, 0.14)
(0.07, 0.33, 0.17)
(0.08, 0.52, 0.19)
(0.10, 0.69, 0.20)
(0.10, 0.94, 0.23)
(0.08, 1.14, 0.25)
(0.03, 1.38, 0.25)
(-0.04, 1.61, 0.24)
(-0.12, 1.82, 0.21)
(-0.19, 1.99, 0.16)
(-0.25, 2.13, 0.09)
(-0.29, 2.24, 0.00)
(-0.32, 2.32, -0.09)
(-0.33, 2.37, -0.22)
(-0.36, 2.38, -0.40)
(-0.38, 2.36, -0.53)
(-0.43, 2.27, -0.72)
(-0.47, 2.13, -0.87)
(-0.51, 1.96, -0.98)
(-0.52, 1.81, -1.06)
(-0.50, 1.51, -1.10)
(-0.48, 1.24, -1.08)
(-0.43, 0.90, -0.97)
(-0.36, 0.59, -0.82)
(-0.28, 0.29, -0.62)
(-0.22, 0.10, -0.45)
(-0.13, -0.14, -0.20)
(-0.04, -0.32, 0.04)
(0.03, -0.47, 0.26)
(0.11, -0.62, 0.51)
(0.19, -0.78, 0.77)
(0.24, -0.91, 0.93)
(0.29, -1.09, 1.07)
(0.34, -1.26, 1.17)
(0.37, -1.44, 1.26)
(0.39, -1.62, 1.32)
(0.40, -1.80, 1.35)
(0.41, -1.97, 1.34)
(0.43, -2.13, 1.30)
(0.43, -2.27, 1.21)
(0.37, -2.38, 1.04)
(0.24, -2.42, 0.77)
(0.13, -2.38, 0.49)
(0.04, -2.19, 0.11)
(0.01, -1.96, -0.09)
(0.00, -1.76, -0.19)
(0.00, -1.52, -0.25)
(-0.01, -1.28, -0.28)
(-0.03, -1.05, -0.27)
(-0.06, -0.84, -0.27)
28.9714

29.86206
(0.00, 0.04, 0.12)
(0.01, 0.18, 0.15)
(0.01, 0.32, 0.17)
(0.00, 0.53, 0.18)
(-0.02, 0.74, 0.19)
(-0.06, 0.97, 0.20)
(-0.10, 1.20, 0.20)
(-0.14, 1.39, 0.18)
(-0.19, 1.60, 0.14)
(-0.24, 1.79, 0.08)
(-0.29, 1.97, -0.02)
(-0.32, 2.11, -0.12)
(-0.36, 2.25, -0.29)
(-0.38, 2.33, -0.44)
(-0.37, 2.36, -0.62)
(-0.35, 2.36, -0.81)
(-0.34, 2.31, -1.02)
(-0.35, 2.22, -1.17)
(-0.34, 2.05, -1.29)
(-0.32, 1.69, -1.31)
(-0.30, 1.39, -1.23)
(-0.25, 1.05, -1.06)
(-0.18, 0.79, -0.86)
(-0.12, 0.60, -0.66)
(-0.07, 0.44, -0.46)
(-0.03, 0.29, -0.27)
(0.01, 0.15, -0.09)
(0.05, 0.01, 0.10)
(0.09, -0.11, 0.27)
(0.12, -0.24, 0.45)
(0.15, -0.34, 0.58)
(0.18, -0.47, 0.71)
(0.21, -0.60, 0.83)
(0.23, -0.74, 0.93)
(0.25, -0.87, 1.03)
(0.27, -1.01, 1.11)
(0.29, -1.15, 1.17)
(0.32, -1.30, 1.20)
(0.35, -1.44, 1.22)
(0.37, -1.58, 1.20)
(0.34, -1.73, 1.16)
(0.30, -1.85, 1.10)
(0.26, -1.94, 0.95)
(0.24, -1.97, 0.80)
(0.22, -1.95, 0.56)
(0.20, -1.86, 0.36)
(0.17, -1.70, 0.17)
(0.15, -1.51, 0.04)
(0.14, -1.31, -0.04)
(0.12, -1.11, -0.08)
(0.10, -0.93, -0.10)
(0.07, -0.69, -0.10)
(0.05, -0.49, -0.09)
(0.02, -0.29, -0.06)
(0.01, -0.12, -0.04)
(0.00, 0.02, -0.02)
30.65662

31.29745
(0.27, 0.58, 0.08)
(0.27, 0.70, 0.10)
(0.27, 0.85, 0.11)
(0.26, 0.99, 0.11)
(0.25, 1.20, 0.11)
(0.23, 1.37, 0.11)
(0.18, 1.55, 0.07)
(0.10, 1.74, -0.04)
(0.01, 1.88, -0.14)
(-0.08, 2.02, -0.27)
(-0.15, 2.12, -0.41)
(-0.19, 2.18, -0.55)
(-0.22, 2.18, -0.70)
(-0.24, 2.14, -0.83)
(-0.27, 2.01, -0.97)
(-0.30, 1.86, -1.05)
(-0.31, 1.70, -1.08)
(-0.28, 1.44, -1.05)
(-0.24, 1.24, -0.99)
(-0.18, 1.00, -0.87)
(-0.14, 0.82, -0.74)
(-0.10, 0.66, -0.61)
(-0.07, 0.52, -0.49)
(-0.02, 0.33, -0.31)
(0.03, 0.18, -0.15)
(0.08, 0.05, -0.01)
(0.11, -0.08, 0.15)
(0.14, -0.22, 0.30)
(0.17, -0.36, 0.42)
(0.20, -0.48, 0.51)
(0.22, -0.62, 0.61)
(0.24, -0.75, 0.70)
(0.26, -0.89, 0.79)
(0.27, -1.02, 0.88)
(0.27, -1.16, 0.96)
(0.27, -1.31, 1.02)
(0.27, -1.43, 1.05)
(0.27, -1.58, 1.07)
(0.27, -1.73, 1.06)
(0.26, -1.85, 1.05)
(0.23, -1.94, 1.04)
(0.16, -2.04, 0.93)
(0.10, -2.07, 0.75)
(0.05, -2.04, 0.54)
(0.01, -1.90, 0.26)
(0.01, -1.70, 0.08)
(0.01, -1.52, -0.02)
(0.01, -1.30, -0.08)
31.98053

32.63284
(-0.07, 0.33, 0.08)
(-0.07, 0.46, 0.10)
(-0.08, 0.61, 0.12)
(-0.09, 0.77, 0.12)
(-0.10, 0.94, 0.12)
(-0.12, 1.10, 0.12)
(-0.13, 1.30, 0.11)
(-0.15, 1.48, 0.07)
(-0.18, 1.62, 0.02)
(-0.23, 1.79, -0.09)
(-0.27, 1.92, -0.20)
(-0.31, 2.02, -0.31)
(-0.34, 2.10, -0.45)
(-0.36, 2.14, -0.60)
(-0.36, 2.13, -0.75)
(-0.36, 2.09, -0.87)
(-0.35, 1.97, -0.99)
(-0.33, 1.82, -1.06)
(-0.29, 1.65, -1.08)
(-0.23, 1.38, -1.02)
(-0.17, 1.11, -0.90)
(-0.14, 0.93, -0.77)
(-0.10, 0.80, -0.65)
(-0.06, 0.66, -0.50)
(0.00, 0.52, -0.34)
(0.05, 0.36, -0.14)
(0.09, 0.25, 0.00)
(0.12, 0.13, 0.15)
(0.15, 0.00, 0.28)
(0.17, -0.13, 0.39)
(0.19, -0.25, 0.48)
(0.21, -0.39, 0.56)
(0.23, -0.52, 0.64)
(0.23, -0.64, 0.71)
(0.24, -0.80, 0.79)
(0.24, -0.93, 0.85)
(0.24, -1.06, 0.90)
(0.24, -1.19, 0.94)
(0.24, -1.29, 0.96)
(0.25, -1.41, 0.98)
(0.24, -1.53, 0.97)
(0.24, -1.62, 0.96)
(0.21, -1.72, 0.92)
(0.17, -1.79, 0.85)
(0.11, -1.84, 0.69)
(0.08, -1.84, 0.54)
(0.05, -1.77, 0.35)
(0.04, -1.66, 0.22)
(0.04, -1.52, 0.11)
(0.03, -1.39, 0.04)
(0.02, -1.19, -0.03)
(0.01, -1.01, -0.07)
(0.01, -0.85, -0.08)
(-0.01, -0.66, -0.09)
(-0.02, -0.46, -0.08)
(-0.03, -0.29, -0.06)
(-0.03, -0.16, -0.04)
(-0.03, 0.00, -0.02)
(-0.03, 0.09, 0.00)
33.46935

34.10961
(0.02, 0.35, 0.09)
(0.02, 0.47, 0.11)
(0.02, 0.61, 0.12)
(0.02, 0.74, 0.14)
(0.01, 0.90, 0.15)
(0.01, 1.08, 0.15)
(0.00, 1.28, 0.14)
(-0.04, 1.48, 0.11)
(-0.09, 1.68, 0.04)
(-0.15, 1.85, -0.04)
(-0.22, 2.04, -0.17)
(-0.27, 2.17, -0.30)
(-0.31, 2.24, -0.44)
(-0.34, 2.28, -0.61)
(-0.37, 2.27, -0.83)
(-0.40, 2.24, -1.00)
(-0.43, 2.12, -1.19)
(-0.46, 1.99, -1.34)
(-0.49, 1.85, -1.43)
(-0.49, 1.66, -1.48)
(-0.43, 1.38, -1.43)
(-0.34, 1.13, -1.32)
(-0.25, 0.87, -1.12)
(-0.18, 0.65, -0.91)
(-0.14, 0.53, -0.76)
(-0.09, 0.40, -0.59)
(-0.04, 0.26, -0.41)
(0.01, 0.14, -0.21)
(0.07, 0.02, 0.00)
(0.12, -0.11, 0.23)
(0.15, -0.20, 0.40)
(0.19, -0.30, 0.58)
(0.22, -0.41, 0.73)
(0.25, -0.51, 0.87)
(0.28, -0.61, 1.01)
(0.29, -0.70, 1.13)
(0.28, -0.81, 1.25)
(0.27, -0.96, 1.37)
(0.26, -1.08, 1.45)
(0.24, -1.26, 1.50)
(0.22, -1.41, 1.53)
(0.19, -1.54, 1.54)
(0.16, -1.68, 1.52)
(0.12, -1.83, 1.42)
(0.07, -1.93, 1.30)
(0.03, -1.99, 1.03)
(0.03, -1.95, 0.66)
(0.04, -1.85, 0.45)
(0.06, -1.70, 0.27)
(0.08, -1.51, 0.15)
(0.09, -1.36, 0.09)
(0.09, -1.18, 0.04)
(0.07, -1.00, 0.00)
(0.05, -0.82, -0.03)
(0.03, -0.65, -0.05)
(0.01, -0.50, -0.06)
(-0.01, -0.31, -0.05)
(-0.03, -0.19, -0.03)
(-0.05, -0.04, -0.01)
(-0.06, 0.07, 0.01)
34.95788

35.62659
(0.05, 0.42, 0.11)
(0.06, 0.54, 0.12)
(0.05, 0.68, 0.14)
(0.05, 0.80, 0.14)
(0.02, 0.97, 0.13)
(-0.02, 1.13, 0.10)
(-0.06, 1.31, 0.07)
(-0.10, 1.43, 0.04)
(-0.15, 1.63, -0.03)
(-0.21, 1.79, -0.12)
(-0.26, 1.92, -0.24)
(-0.31, 2.03, -0.38)
(-0.36, 2.10, -0.54)
(-0.39, 2.11, -0.72)
(-0.42, 2.07, -0.92)
(-0.42, 1.97, -1.10)
(-0.45, 2.10, -1.27)
(-0.36, 1.63, -1.29)
(-0.32, 1.51, -1.32)
(-0.28, 1.18, -1.26)
(-0.28, 0.97, -1.19)
(-0.25, 0.73, -1.09)
(-0.22, 0.58, -0.98)
(-0.18, 0.41, -0.84)
(-0.12, 0.25, -0.67)
(-0.07, 0.12, -0.49)
(-0.02, -0.02, -0.28)
(0.02, -0.13, -0.08)
(0.06, -0.22, 0.11)
(0.11, -0.31, 0.32)
(0.15, -0.40, 0.52)
(0.18, -0.48, 0.71)
(0.20, -0.56, 0.86)
(0.25, -0.68, 1.03)
(0.29, -0.78, 1.16)
(0.32, -0.89, 1.27)
(0.36, -0.99, 1.34)
(0.38, -1.15, 1.41)
(0.40, -1.30, 1.44)
(0.41, -1.44, 1.45)
(0.44, -1.57, 1.44)
(0.46, -1.68, 1.40)
(0.45, -1.78, 1.33)
(0.40, -1.87, 1.18)
(0.30, -1.92, 0.94)
(0.22, -1.89, 0.66)
(0.18, -1.81, 0.47)
(0.15, -1.65, 0.26)
(0.12, -1.48, 0.12)
(0.10, -1.29, 0.02)
(0.09, -1.09, -0.05)
(0.07, -0.92, -0.08)
(0.06, -0.73, -0.09)
(0.05, -0.55, -0.08)
(0.03, -0.36, -0.06)
(0.02, -0.24, -0.05)
(0.01, -0.12, -0.03)
36.44793

37.01761
(0.02, 0.19, 0.00)
(0.02, 0.26, 0.01)
(0.02, 0.33, 0.01)
(0.02, 0.40, 0.00)
(0.02, 0.51, 0.00)
(0.02, 0.59, 0.00)
(0.02, 0.68, -0.01)
(0.02, 0.79, -0.03)
(0.00, 0.89, -0.06)
(-0.01, 0.99, -0.09)
(-0.05, 1.19, -0.20)
(-0.05, 1.20, -0.18)
(-0.10, 1.40, -0.38)
(-0.12, 1.48, -0.49)
(-0.13, 1.60, -0.42)
(-0.17, 1.61, -0.75)
(-0.20, 1.70, -0.91)
(-0.25, 1.89, -1.06)
(-0.27, 1.75, -1.28)
(-0.31, 1.82, -1.45)
(-0.31, 1.80, -1.61)
(-0.30, 1.75, -1.74)
(-0.28, 1.58, -1.87)
(-0.26, 1.41, -1.92)
(-0.22, 1.12, -1.86)
(-0.19, 0.82, -1.69)
(-0.17, 0.57, -1.47)
(-0.16, 0.41, -1.25)
(-0.13, 0.27, -0.97)
(-0.06, 0.16, -0.60)
(0.01, 0.10, -0.13)
(0.05, 0.09, 0.25)
(0.07, 0.06, 0.59)
(0.09, 0.01, 0.86)
(0.13, -0.07, 1.12)
(0.17, -0.16, 1.30)
(0.20, -0.26, 1.45)
(0.21, -0.37, 1.58)
(0.22, -0.50, 1.69)
(0.22, -0.62, 1.76)
(0.23, -0.78, 1.80)
(0.26, -0.90, 1.81)
(0.28, -1.02, 1.78)
(0.29, -1.15, 1.71)
(0.26, -1.27, 1.60)
(0.23, -1.37, 1.45)
(0.22, -1.42, 1.23)
(0.22, -1.43, 1.10)
(0.19, -1.42, 0.86)
(0.15, -1.39, 0.72)
(0.11, -1.32, 0.55)
(0.09, -1.25, 0.43)
(0.08, -1.16, 0.32)
(0.06, -1.06, 0.22)
(0.06, -0.94, 0.14)
(0.05, -0.82, 0.08)
(0.05, -0.69, 0.03)
(0.04, -0.58, 0.00)
(0.03, -0.45, -0.02)
(0.02, -0.31, -0.04)
(0.01, -0.19, -0.04)
37.90845

38.60345
(-0.04, 0.09, 0.01)
(-0.03, 0.14, 0.02)
(-0.03, 0.21, 0.03)
(-0.03, 0.29, 0.02)
(-0.04, 0.39, 0.01)
(-0.05, 0.53, -0.02)
(-0.07, 0.68, -0.05)
(-0.11, 0.92, -0.09)
(-0.16, 1.14, -0.17)
(-0.23, 1.33, -0.26)
(-0.31, 1.53, -0.39)
(-0.39, 1.72, -0.57)
(-0.43, 1.85, -0.72)
(-0.46, 1.99, -0.89)
(-0.48, 2.08, -1.07)
(-0.49, 2.10, -1.26)
(-0.50, 2.03, -1.43)
(-0.50, 1.89, -1.57)
(-0.47, 1.68, -1.66)
(-0.39, 1.37, -1.65)
(-0.31, 1.08, -1.56)
(-0.25, 0.76, -1.37)
(-0.21, 0.55, -1.17)
(-0.18, 0.36, -0.95)
(-0.13, 0.19, -0.69)
(-0.08, 0.04, -0.39)
(-0.02, -0.07, -0.07)
(0.02, -0.15, 0.24)
(0.05, -0.21, 0.50)
(0.08, -0.29, 0.75)
(0.11, -0.37, 0.96)
(0.15, -0.44, 1.14)
(0.19, -0.54, 1.30)
(0.22, -0.63, 1.42)
(0.24, -0.71, 1.51)
(0.26, -0.82, 1.58)
(0.29, -0.94, 1.62)
(0.32, -1.00, 1.64)
(0.37, -1.08, 1.63)
(0.41, -1.17, 1.57)
(0.41, -1.25, 1.47)
(0.42, -1.30, 1.34)
(0.46, -1.29, 1.15)
(0.44, -1.26, 0.91)
(0.31, -1.20, 0.65)
(0.20, -1.14, 0.46)
(0.13, -1.02, 0.27)
39.27211

40.10805
(0.00, 0.18, 0.02)
(0.01, 0.28, 0.02)
(0.01, 0.38, 0.02)
(0.01, 0.51, 0.01)
(-0.01, 0.67, -0.01)
(-0.04, 0.86, -0.05)
(-0.08, 1.05, -0.11)
(-0.15, 1.31, -0.19)
(-0.20, 1.46, -0.25)
(-0.25, 1.66, -0.34)
(-0.29, 1.83, -0.47)
(-0.31, 1.97, -0.60)
(-0.34, 2.11, -0.79)
(-0.35, 2.20, -0.95)
(-0.35, 2.25, -1.18)
(-0.35, 2.25, -1.39)
(-0.33, 2.25, -1.55)
(-0.29, 2.20, -1.73)
(-0.26, 2.03, -1.90)
(-0.25, 1.74, -1.96)
(-0.22, 1.38, -1.87)
(-0.17, 0.98, -1.66)
(-0.13, 0.72, -1.46)
(-0.10, 0.51, -1.25)
(-0.08, 0.36, -1.04)
(-0.05, 0.24, -0.80)
(0.00, 0.12, -0.47)
(0.05, 0.04, -0.06)
(0.07, 0.00, 0.29)
(0.09, -0.05, 0.60)
(0.10, -0.09, 0.84)
(0.13, -0.16, 1.11)
(0.15, -0.22, 1.29)
(0.18, -0.34, 1.50)
(0.21, -0.45, 1.64)
(0.21, -0.59, 1.77)
(0.20, -0.76, 1.87)
(0.20, -0.97, 1.93)
(0.20, -1.12, 1.95)
(0.21, -1.28, 1.94)
(0.24, -1.42, 1.89)
(0.27, -1.54, 1.80)
(0.28, -1.66, 1.65)
(0.24, -1.74, 1.38)
(0.19, -1.76, 1.15)
(0.14, -1.72, 0.83)
(0.11, -1.62, 0.58)
(0.09, -1.43, 0.31)
(0.07, -1.24, 0.15)
(0.06, -1.05, 0.05)
(0.04, -0.90, 0.00)
(0.03, -0.72, -0.05)
(0.03, -0.59, -0.07)
(0.02, -0.43, -0.08)
(0.01, -0.31, -0.07)
